Mod:Item:MetaData, Localized Name
ironchest:iron_shulker_box_blue:3, Blue Copper Shulker Box
ironchest:iron_shulker_box_blue:4, Blue Silver Shulker Box
ironchest:iron_shulker_box_blue:5, Blue Crystal Shulker Box
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
ironchest:iron_shulker_box_green:5, Green Crystal Shulker Box
ironchest:iron_shulker_box_green:6, Green Obsidian Shulker Box
ironchest:iron_shulker_box_red:0, Red Iron Shulker Box
ironchest:iron_shulker_box_red:1, Red Gold Shulker Box
ironchest:iron_shulker_box_red:2, Red Diamond Shulker Box
ironchest:iron_shulker_box_red:3, Red Copper Shulker Box
ironchest:iron_shulker_box_red:4, Red Silver Shulker Box
ironchest:iron_shulker_box_red:5, Red Crystal Shulker Box
ironchest:iron_shulker_box_red:6, Red Obsidian Shulker Box
ironchest:iron_shulker_box_black:0, Black Iron Shulker Box
ironchest:iron_shulker_box_black:1, Black Gold Shulker Box
ironchest:iron_shulker_box_black:2, Black Diamond Shulker Box
ironchest:iron_shulker_box_black:3, Black Copper Shulker Box
ironchest:iron_shulker_box_black:4, Black Silver Shulker Box
ironchest:iron_shulker_box_black:5, Black Crystal Shulker Box
ironchest:iron_shulker_box_black:6, Black Obsidian Shulker Box
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
logisticspipes:module_item_sink, ItemSink Module
logisticspipes:module_passive_supplier, Passive Supplier Module
logisticspipes:module_extractor, Extractor Module
logisticspipes:module_item_sink_polymorphic, Polymorphic ItemSink Module
logisticspipes:module_quick_sort, QuickSort Module
logisticspipes:module_terminus, Terminus Module
logisticspipes:module_extractor_advanced, Advanced Extractor Module
logisticspipes:module_provider, Provider Module
logisticspipes:module_item_sink_mod, Mod Based ItemSink Module
logisticspipes:module_item_sink_oredict, OreDict ItemSink Module
logisticspipes:module_enchantment_sink, Enchantment Sink Module
logisticspipes:module_enchantment_sink_mk2, Enchantment Sink Module MK2
logisticspipes:module_crafter, Crafting Module
logisticspipes:module_active_supplier, Active Supplier Module
logisticspipes:module_item_sink_creativetab, Creative Tab Based ItemSink Module
logisticspipes:upgrade_sneaky_combination, Sneaky Combination Upgrade
logisticspipes:upgrade_sneaky, Sneaky Upgrade
logisticspipes:upgrade_speed, Item Speed Upgrade
logisticspipes:upgrade_disconnection, Disconnection Upgrade
logisticspipes:upgrade_satellite_advanced, Advanced Satellite Upgrade
logisticspipes:upgrade_fluid_crafting, Fluid Crafting Upgrade
logisticspipes:upgrade_crafting_byproduct, Crafting Byproduct Extraction Upgrade
logisticspipes:upgrade_pattern, Placement Rules Upgrade
logisticspipes:upgrade_fuzzy, Fuzzy Upgrade
logisticspipes:upgrade_power_transportation, Power Transportation Upgrade
logisticspipes:upgrade_power_supplier_mj, MJ Power Supplier Upgrade
logisticspipes:upgrade_power_supplier_rf, RF Power Supplier Upgrade
logisticspipes:upgrade_power_supplier_eu_lv, EU LV Power Supplier Upgrade
logisticspipes:upgrade_power_supplier_eu_mv, EU MV Power Supplier Upgrade
logisticspipes:upgrade_power_supplier_eu_hv, EU HV Power Supplier Upgrade
logisticspipes:upgrade_power_supplier_eu_ev, EU EV Power Supplier Upgrade
logisticspipes:upgrade_cc_remote_control, CC Remote Control Upgrade
logisticspipes:upgrade_crafting_monitoring, Crafting Monitoring Upgrade
logisticspipes:upgrade_opaque, Opaque Upgrade
logisticspipes:upgrade_crafting_cleanup, Crafting Cleanup Upgrade
logisticspipes:upgrade_logic_controller, Logic Controller Upgrade
logisticspipes:upgrade_module_upgrade, Module Upgrade
logisticspipes:upgrade_action_speed, Action Speed Upgrade
logisticspipes:upgrade_item_extraction, Item Extraction Upgrade
logisticspipes:upgrade_item_stack_extraction, ItemStack Extraction Upgrade
logisticspipes:pipe_basic, Basic Logistics Pipe
logisticspipes:pipe_request, Request Logistics Pipe
logisticspipes:pipe_provider, Provider Logistics Pipe
logisticspipes:pipe_crafting, Crafting Logistics Pipe
logisticspipes:pipe_satellite, Satellite Logistics Pipe
logisticspipes:pipe_supplier, Supplier Logistics Pipe
logisticspipes:pipe_chassis_mk1, Logistics Chassis Mk1
logisticspipes:pipe_chassis_mk2, Logistics Chassis Mk2
logisticspipes:pipe_chassis_mk3, Logistics Chassis Mk3
logisticspipes:pipe_chassis_mk4, Logistics Chassis Mk4
logisticspipes:pipe_chassis_mk5, Logistics Chassis Mk5
logisticspipes:pipe_request_mk2, Request Logistics Pipe Mk2
logisticspipes:pipe_remote_orderer, Remote Orderer Logistics Pipe
logisticspipes:pipe_inventory_system_connector, Logistics Inventory System Connector
logisticspipes:pipe_system_entrance, Logistics System Entrance Pipe
logisticspipes:pipe_system_destination, Logistics System Destination Pipe
logisticspipes:pipe_firewall, Logistics Firewall Pipe
logisticspipes:pipe_fluid_basic, Logistics Fluid Basic Pipe
logisticspipes:pipe_fluid_supplier, Logistics Fluid Container Supplier
logisticspipes:pipe_fluid_insertion, Logistics Fluid Insertion Pipe
logisticspipes:pipe_fluid_provider, Logistics Fluid Provider Pipe
logisticspipes:pipe_fluid_request, Logistics Fluid Request Pipe
logisticspipes:pipe_fluid_extractor, Logistics Fluid Extractor Pipe
logisticspipes:pipe_fluid_satellite, Logistics Fluid Satellite Pipe
logisticspipes:pipe_fluid_supplier_mk2, Logistics Fluid Supplier
logisticspipes:pipe_request_table, Logistics Request Table
logisticspipes:pipe_transport_basic, Unrouted Transport Pipe
logisticspipes:pipe_hs_curve, Highspeed Curve Tube
logisticspipes:pipe_hs_speedup, Highspeed Speedup Tube
logisticspipes:pipe_hs_s_curve, Highspeed S-Curve Tube
logisticspipes:pipe_hs_line, Highspeed Line Tube
logisticspipes:pipe_hs_gain, Highspeed Gain Tube
logisticspipes:item_card:0, Logistics Item Card
logisticspipes:remote_orderer, Remote Orderer
logisticspipes:sign_creator:0, Crafting Sign Creator
logisticspipes:hud_glasses, Logistics HUD Glasses
logisticspipes:parts:0, Logistics HUD Bow
logisticspipes:parts:1, Logistics HUD Glass
logisticspipes:parts:2, Logistics HUD Nose Bridge
logisticspipes:parts:3, Nano Hopper
logisticspipes:module_blank, Blank Module
logisticspipes:disk, Logistics Disk
logisticspipes:fluid_container, Logistics Fluid Container
logisticspipes:broken_item, Logistics Broken Item
logisticspipes:guide_book, Logistics Pipes' Guide Book
logisticspipes:pipe_controller, Pipe Controller
logisticspipes:pipe_manager, Pipe Manager
logisticspipes:logistics_programmer, Logistics Programmer
logisticspipes:chip_basic, Basic Chip
logisticspipes:chip_basic_raw, Raw Basic Chip
logisticspipes:chip_advanced, Advanced Chip
logisticspipes:chip_advanced_raw, Raw Advanced Chip
logisticspipes:chip_fpga, FPGA
logisticspipes:chip_fpga_raw, Raw FPGA
logisticspipes:frame, Logistics Block Frame
logisticspipes:power_junction, Logistics Power Junction
logisticspipes:security_station, Logistics Security Station
logisticspipes:crafting_table, Logistics Crafting Table
logisticspipes:crafting_table_fuzzy, Logistics Fuzzy Crafting Table
logisticspipes:statistics_table, Logistics Statistics Table
logisticspipes:power_provider_rf, Logistics RF Power Provider
logisticspipes:power_provider_eu, Logistics EU Power Provider
logisticspipes:power_provider_mj, Logistics MJ Power Provider
logisticspipes:program_compiler, Logistics Program Compiler
mcwbridges:iron_platform, Iron Plate
mcwbridges:iron_rod, Iron Rod
mcwbridges:iron_armrest, Iron Armrest
mcwbridges:most1, Iron Bridge Middle
mcwbridges:most2, Iron Bridge End
mcwbridges:oak_log_bridge_middle, Oak Bridge Middle
mcwbridges:oak_log_bridge_end, Oak Bridge End
mcwbridges:birch_log_bridge_end, Birch Bridge End
mcwbridges:birch_log_bridge_middle, Birch Bridge Middle
mcwbridges:acacia_log_bridge_end, Acacia Bridge End
mcwbridges:acacia_log_bridge_middle, Acacia Bridge Middle
mcwbridges:spruce_log_bridge_end, Spruce Bridge End
mcwbridges:spruce_log_bridge_middle, Spruce Bridge Middle
mcwbridges:jungle_log_bridge_end, Jungle Bridge End
mcwbridges:jungle_log_bridge_middle, Jungle Bridge Middle
mcwbridges:dark_oak_log_bridge_end, Dark Oak Bridge End
mcwbridges:dark_oak_log_bridge_middle, Dark Oak Bridge Middle
mcwbridges:rope_oak_bridge, Rope Oak Bridge
mcwbridges:rope_oak_bridge_end, Rope Oak Bridge End
mcwbridges:rope_birch_bridge, Rope Birch Bridge
mcwbridges:rope_birch_bridge_end, Rope Birch Bridge End
mcwbridges:rope_spruce_bridge, Rope Spruce Bridge
mcwbridges:rope_spruce_bridge_end, Rope Spruce Bridge End
mcwbridges:rope_jungle_bridge, Rope Jungle Bridge
mcwbridges:rope_jungle_bridge_end, Rope Jungle Bridge End
mcwbridges:rope_acacia_bridge, Rope Acacia Bridge
mcwbridges:rope_acacia_bridge_end, Rope Acacia Bridge End
mcwbridges:rope_dark_oak_bridge, Rope Dark Oak Bridge
mcwbridges:rope_dark_oak_bridge_end, Rope Dark Oak Bridge End
mcwbridges:stone_brick_bridge, Stone Brick Bridge
mcwbridges:stone_brick_bridge_end, Stone Brick Bridge End
mcwbridges:brick_bridge, Brick Bridge
mcwbridges:brick_bridge_end, Brick Bridge End
mcwbridges:sandstone_bridge, Sandstone Bridge
mcwbridges:sandstone_bridge_end, Sandstone Bridge End
mcwbridges:orange_sandstone_bridge, Red Sandstone Bridge
mcwbridges:orange_sandstone_bridge_end, Red Sandstone Bridge End
mcwbridges:oak_rail_bridge, Oak Rail Bridge
mcwbridges:oak_rail_bridge_powered, Powered Oak Rail Bridge
mcwbridges:spruce_rail_bridge, Spruce Rail Bridge
mcwbridges:spruce_rail_bridge_powered, Powered Spruce Rail Bridge
mcwbridges:birch_rail_bridge, Birch Rail Bridge
mcwbridges:birch_rail_bridge_powered, Powered Birch Rail Bridge
mcwbridges:jungle_rail_bridge, Jungle Rail Bridge
mcwbridges:jungle_rail_bridge_powered, Powered Jungle Rail Bridge
mcwbridges:acacia_rail_bridge, Acacia Rail Bridge
mcwbridges:acacia_rail_bridge_powered, Powered Acacia Rail Bridge
mcwbridges:dark_oak_rail_bridge, Dark Oak Rail Bridge
mcwbridges:dark_oak_rail_bridge_powered, Powered Dark Oak Rail Bridge
mcwbridges:bamboo_bridge, Bamboo Bridge
mekanism:electricbow, Electric Bow
mekanism:dust:0, Iron Dust
mekanism:dust:1, Gold Dust
mekanism:dust:2, Osmium Dust
mekanism:dust:3, Copper Dust
mekanism:dust:4, Tin Dust
mekanism:dust:5, Silver Dust
mekanism:dust:6, Lead Dust
mekanism:ingot:0, Refined Obsidian Ingot
mekanism:ingot:1, Osmium Ingot
mekanism:ingot:2, Bronze Ingot
mekanism:ingot:3, Glowstone Ingot
mekanism:ingot:4, Steel Ingot
mekanism:ingot:5, Copper Ingot
mekanism:ingot:6, Tin Ingot
mekanism:nugget:0, Refined Obsidian Nugget
mekanism:nugget:1, Osmium Nugget
mekanism:nugget:2, Bronze Nugget
mekanism:nugget:3, Glowstone Nugget
mekanism:nugget:4, Steel Nugget
mekanism:nugget:5, Copper Nugget
mekanism:nugget:6, Tin Nugget
mekanism:energytablet, Energy Tablet
mekanism:speedupgrade, Speed Upgrade
mekanism:energyupgrade, Energy Upgrade
mekanism:filterupgrade, Filter Upgrade
mekanism:mufflingupgrade, Muffling Upgrade
mekanism:gasupgrade, Gas Upgrade
mekanism:anchorupgrade, Anchor Upgrade
mekanism:robit, Robit
mekanism:atomicdisassembler, Atomic Disassembler
mekanism:enrichedalloy, Enriched Alloy
mekanism:reinforcedalloy, Reinforced Alloy
mekanism:atomicalloy, Atomic Alloy
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, Basic Control Circuit
mekanism:controlcircuit:1, Advanced Control Circuit
mekanism:controlcircuit:2, Elite Control Circuit
mekanism:controlcircuit:3, Ultimate Control Circuit
mekanism:enrichediron, Enriched Iron
mekanism:compressedcarbon, Compressed Carbon
mekanism:compressedredstone, Compressed Redstone
mekanism:compresseddiamond, Compressed Diamond
mekanism:compressedobsidian, Compressed Obsidian
mekanism:portableteleporter, Portable Teleporter
mekanism:teleportationcore, Teleportation Core
mekanism:clump:0, Iron Clump
mekanism:clump:1, Gold Clump
mekanism:clump:2, Osmium Clump
mekanism:clump:3, Copper Clump
mekanism:clump:4, Tin Clump
mekanism:clump:5, Silver Clump
mekanism:clump:6, Lead Clump
mekanism:dirtydust:0, Dirty Iron Dust
mekanism:dirtydust:1, Dirty Gold Dust
mekanism:dirtydust:2, Dirty Osmium Dust
mekanism:dirtydust:3, Dirty Copper Dust
mekanism:dirtydust:4, Dirty Tin Dust
mekanism:dirtydust:5, Dirty Silver Dust
mekanism:dirtydust:6, Dirty Lead Dust
mekanism:configurator, Configurator
mekanism:networkreader, Network Reader
mekanism:walkietalkie, Walkie-Talkie
mekanism:jetpack, Jetpack
mekanism:dictionary, Dictionary
mekanism:gasmask, Gas Mask
mekanism:scubatank, Scuba Tank
mekanism:balloon:0, §8Black Balloon
mekanism:balloon:1, §cRed Balloon
mekanism:balloon:2, §2Green Balloon
mekanism:balloon:3, §6Brown Balloon
mekanism:balloon:4, §1Blue Balloon
mekanism:balloon:5, §5Purple Balloon
mekanism:balloon:6, §3Cyan Balloon
mekanism:balloon:7, §7Light Grey Balloon
mekanism:balloon:8, §8Grey Balloon
mekanism:balloon:9, §dPink Balloon
mekanism:balloon:10, §aLime Balloon
mekanism:balloon:11, §eYellow Balloon
mekanism:balloon:12, §9Light Blue Balloon
mekanism:balloon:13, §dMagenta Balloon
mekanism:balloon:14, §6Orange Balloon
mekanism:balloon:15, §fWhite Balloon
mekanism:shard:0, Iron Shard
mekanism:shard:1, Gold Shard
mekanism:shard:2, Osmium Shard
mekanism:shard:3, Copper Shard
mekanism:shard:4, Tin Shard
mekanism:shard:5, Silver Shard
mekanism:shard:6, Lead Shard
mekanism:electrolyticcore, Electrolytic Core
mekanism:sawdust, Sawdust
mekanism:salt, Salt
mekanism:crystal:0, Iron Crystal
mekanism:crystal:1, Gold Crystal
mekanism:crystal:2, Osmium Crystal
mekanism:crystal:3, Copper Crystal
mekanism:crystal:4, Tin Crystal
mekanism:crystal:5, Silver Crystal
mekanism:crystal:6, Lead Crystal
mekanism:freerunners, Free Runners
mekanism:armoredjetpack, Armored Jetpack
mekanism:configurationcard, Configuration Card
mekanism:craftingformula, Crafting Formula
mekanism:seismicreader, Seismic Reader
mekanism:substrate, Substrate
mekanism:polyethene:0, HDPE Pellet
mekanism:polyethene:1, HDPE Rod
mekanism:polyethene:2, HDPE Sheet
mekanism:polyethene:3, PlaStick
mekanism:biofuel, Bio Fuel
mekanism:flamethrower, Flamethrower
mekanism:gaugedropper, Gauge Dropper
mekanism:tierinstaller:0, Basic Tier Installer
mekanism:tierinstaller:1, Advanced Tier Installer
mekanism:tierinstaller:2, Elite Tier Installer
mekanism:tierinstaller:3, Ultimate Tier Installer
mekanism:otherdust:0, Diamond Dust
mekanism:otherdust:1, Steel Dust
mekanism:otherdust:3, Sulfur Dust
mekanism:otherdust:4, Lithium Dust
mekanism:otherdust:5, Refined Obsidian Dust
mekanism:otherdust:6, Obsidian Dust
mekanism:basicblock:0, Osmium Block
mekanism:basicblock:1, Bronze Block
mekanism:basicblock:2, Refined Obsidian
mekanism:basicblock:3, Charcoal Block
mekanism:basicblock:4, Refined Glowstone
mekanism:basicblock:5, Steel Block
mekanism:basicblock:6, Basic Bin
mekanism:basicblock:6, Advanced Bin
mekanism:basicblock:6, Elite Bin
mekanism:basicblock:6, Ultimate Bin
mekanism:basicblock:6, Creative Bin
mekanism:basicblock:7, Teleporter Frame
mekanism:basicblock:8, Steel Casing
mekanism:basicblock:9, Dynamic Tank
mekanism:basicblock:10, Structural Glass
mekanism:basicblock:11, Dynamic Valve
mekanism:basicblock:12, Copper Block
mekanism:basicblock:13, Tin Block
mekanism:basicblock:14, Thermal Evaporation Controller
mekanism:basicblock:15, Thermal Evaporation Valve
mekanism:basicblock2:0, Thermal Evaporation Block
mekanism:basicblock2:1, Induction Casing
mekanism:basicblock2:2, Induction Port
mekanism:basicblock2:3, Basic Induction Cell
mekanism:basicblock2:3, Advanced Induction Cell
mekanism:basicblock2:3, Elite Induction Cell
mekanism:basicblock2:3, Ultimate Induction Cell
mekanism:basicblock2:4, Basic Induction Provider
mekanism:basicblock2:4, Advanced Induction Provider
mekanism:basicblock2:4, Elite Induction Provider
mekanism:basicblock2:4, Ultimate Induction Provider
mekanism:basicblock2:5, Superheating Element
mekanism:basicblock2:6, Pressure Disperser
mekanism:basicblock2:7, Boiler Casing
mekanism:basicblock2:8, Boiler Valve
mekanism:basicblock2:9, Security Desk
mekanism:machineblock:0, Enrichment Chamber
mekanism:machineblock:1, Osmium Compressor
mekanism:machineblock:2, Combiner
mekanism:machineblock:3, Crusher
mekanism:machineblock:4, Digital Miner
mekanism:machineblock:5, Basic Smelting Factory
mekanism:machineblock:5, Basic Enriching Factory
mekanism:machineblock:5, Basic Crushing Factory
mekanism:machineblock:5, Basic Compressing Factory
mekanism:machineblock:5, Basic Combining Factory
mekanism:machineblock:5, Basic Purifying Factory
mekanism:machineblock:5, Basic Injecting Factory
mekanism:machineblock:5, Basic Infusing Factory
